Movie Name,Ratings,Metascores,Votes,Gross
949.Super Size Me 2: Holy Chicken!(2017),7.1,61,5340,
950.Ali's Wedding(2017),6.9,64,5336,
951.Bingo: O Rei das Manhãs(2017),7.9,,5333,
952. The Leftovers (2014–2017)Episode:G'Day Melbourne(2017),9.2,,5328,
953. Vikings (2013–2020)Episode:The Reckoning(2017),8.8,,5318,
954. Vikings (2013–2020)Episode:Crossings(2017),8.5,,5314,
955.Fidaa(2017),7.4,,5304,
956.F*&% the Prom(2017),4.2,,5295,
957.Pottersville(2017),5.4,,5292,
958.John Wick: Kill Count(2017 Video),8.0,,5290,
959.Bottom of the World(2017),5.1,,5283,
960. The Orville (2017– )Episode:Old Wounds(2017),7.4,,5281,
961.Dvizhenie vverkh(2017),6.7,,5279,
962. BoJack Horseman (2014–2020)Episode:Ruthie(2017),8.9,,5263,
963.Thupparivaalan(2017),7.5,,5251,
964.Happy Family(2017),4.8,,5246,
965.Alien: Covenant - Prologue: The Crossing(2017),7.1,,5244,
966.Kolonya Cumhuriyeti(2017),5.8,,5242,
967. It's Always Sunny in Philadelphia (2005– )Episode:The Gang Goes to a Water Park(2017),9.5,,5240,
968.Little Boy Blue(2017),7.8,,5236,
969. Twin Peaks: The Return (2017)Episode:Part 4(2017),8.5,,5232,
970.Ég man þig(2017),6.1,,5221,
971.Open Marriage(2017 TV Movie),5.2,,5201,
972.Undir trénu(2017),6.8,75,5187,$0.07M
973.Temple(2017),3.7,23,5187,
974.Wolfenstein II: The New Colossus(2017 Video Game),7.9,,5164,
975.The Putin Interviews(2017),7.5,,5155,
976.Baadshaho(2017),4.9,,5153,
977. Star Trek: Discovery (2017–2024)Episode:Lethe(2017),7.3,,5151,
978.Ce qui nous lie(2017),6.8,58,5150,$0.26M
979. The Crown (2016–2023)Episode:Vergangenheit(2017),9.1,,5134,
980.Becoming Warren Buffett(2017),7.5,,5133,
981.Five Came Back(2017),8.2,,5127,
982.The Child in Time(2017 TV Movie),6.1,,5115,
983.Firebase(2017),7.0,,5097,
984.Tyler Perry's Boo 2! A Madea Halloween(2017),3.9,17,5096,$47.32M
985.Whitney: Can I Be Me(2017),6.8,64,5094,
986.Dear Dictator(2017),5.0,44,5089,
987. The Leftovers (2014–2017)Episode:The Book of Kevin(2017),8.9,,5089,
988. The Defenders (2017)Episode:Worst Behavior(2017),8.8,,5088,
989.Girlfriend's Day(2017),5.2,,5086,
990. American Gods (2017–2021)Episode:The Bone Orchard(2017),8.0,,5082,
991.The Maus(2017),4.4,,5076,
992.Handsome: A Netflix Mystery Movie(2017),5.2,,5062,
993. This Is Us (2016–2022)Episode:Memphis(2017),9.5,,5055,
994. The End of the F***ing World (2017–2019)Episode:Episode #1.1(2017),7.8,,5047,
995.Andover(2017),5.3,,5039,
996. The Defenders (2017)Episode:The H Word(2017),7.3,,5039,
997.Death Race 2050(2017 Video),3.7,,5034,
998. The Handmaid's Tale (2017– )Episode:A Woman's Place(2017),8.7,,5030,
999.The Cakemaker(2017),7.3,74,5023,$0.88M
"1,000.Sofra Sirlari(2017)",6.7,,5020,
